;testcase_id;word_num;word;label
486;16;10;-;O
487;16;11;запрос;O
488;16;12;к;O
489;16;13;конечной;O
490;16;14;точке;O
491;16;15;"""";O
492;16;16;/system/coupon/remove;B-ENDPOINT
493;16;17;"""";O
494;16;18;с;O
495;16;19;параметром;O
496;16;20;coupon_id;O
497;16;21;.;O
498;16;22;ожидаемый;O
499;16;23;ответ;O
500;16;24;:;O
501;16;25;подтверждение;O
502;16;26;удаления;O
503;16;27;скидочного;O
504;16;28;купона;O
505;16;29;из;O
506;16;30;системы;O
507;16;31;.;O
508;17;0;модератор;B-ACTOR
509;17;1;удаляет;O
510;17;2;статью;O
511;17;3;из;O
512;17;4;базы;O
513;17;5;знаний;O
514;17;6;.;O
515;17;7;действие;O
516;17;8;:;O
517;17;9;delete;B-REQUEST_TYPE
518;17;10;-;O
519;17;11;запрос;O
520;17;12;к;O
521;17;13;конечной;O
522;17;14;точке;O
523;17;15;"""";O
524;17;16;/knowledge-base/article/remove;B-ENDPOINT
525;17;17;"""";O
526;17;18;с;O
527;17;19;параметром;O
528;17;20;article_id;O
529;17;21;.;O
530;17;22;ожидаемый;O
531;17;23;ответ;O
532;17;24;:;O
533;17;25;подтверждение;O
534;17;26;удаления;O
535;17;27;статьи;O
536;17;28;из;O
537;17;29;базы;O
538;17;30;знаний;O
539;17;31;.;O
540;18;0;менеджер;B-ACTOR
541;18;1;удаляет;O
542;18;2;счет;O
543;18;3;из;O
544;18;4;списка;O
545;18;5;.;O
546;18;6;действие;O
547;18;7;:;O
548;18;8;delete;B-REQUEST_TYPE
549;18;9;-;O
550;18;10;запрос;O
551;18;11;к;O
552;18;12;конечной;O
553;18;13;точке;O
554;18;14;"""";O
555;18;15;/invoice/remove;B-ENDPOINT
556;18;16;"""";O
557;18;17;с;O
558;18;18;параметром;O
559;18;19;invoice_id;O
560;18;20;.;O
561;18;21;ожидаемый;O
562;18;22;ответ;O
563;18;23;:;O
564;18;24;подтверждение;O
565;18;25;удаления;O
566;18;26;счета;O
567;18;27;из;O
568;18;28;списка;O
569;18;29;.;O
570;19;0;редактор;B-ACTOR
571;19;1;удаляет;O
572;19;2;событие;O
573;19;3;из;O
574;19;4;календаря;O
575;19;5;.;O
576;19;6;действие;O
577;19;7;:;O
578;19;8;delete;B-REQUEST_TYPE
579;19;9;-;O
580;19;10;запрос;O
581;19;11;к;O
582;19;12;конечной;O
583;19;13;точке;O
584;19;14;"""";O
585;19;15;/calendar/event/remove;B-ENDPOINT
586;19;16;"""";O
587;19;17;с;O
588;19;18;параметром;O
589;19;19;event_id;O
590;19;20;.;O
591;19;21;ожидаемый;O
592;19;22;ответ;O
593;19;23;:;O
594;19;24;подтверждение;O
595;19;25;удаления;O
596;19;26;события;O
597;19;27;из;O
598;19;28;календаря;O
599;19;29;.;O
600;20;0;администратор;B-ACTOR
601;20;1;удаляет;O
602;20;2;анкету;O
603;20;3;из;O
604;20;4;системы;O
605;20;5;опросов;O
606;20;6;.;O
607;20;7;действие;O
608;20;8;:;O
609;20;9;delete;B-REQUEST_TYPE
610;20;10;-;O
611;20;11;запрос;O
612;20;12;к;O
613;20;13;конечной;O
614;20;14;точке;O
615;20;15;"""";O
616;20;16;/survey/form/remove;B-ENDPOINT
617;20;17;"""";O
618;20;18;с;O
619;20;19;параметром;O
620;20;20;form_id;O
621;20;21;.;O
622;20;22;ожидаемый;O
623;20;23;ответ;O
624;20;24;:;O
625;20;25;подтверждение;O
626;20;26;удаления;O
627;20;27;анкеты;O
628;20;28;из;O
629;20;29;системы;O
630;20;30;опросов;O
631;20;31;.;O
632;21;0;модератор;B-ACTOR
633;21;1;удаляет;O
634;21;2;голосование;O
635;21;3;с;O
636;21;4;форума;O
637;21;5;.;O
638;21;6;действие;O
639;21;7;:;O
640;21;8;delete;B-REQUEST_TYPE
641;21;9;-;O
642;21;10;запрос;O
643;21;11;к;O
644;21;12;конечной;O
645;21;13;точке;O
646;21;14;"""";O
647;21;15;/forum/poll/remove;B-ENDPOINT
648;21;16;"""";O
649;21;17;с;O
650;21;18;параметром;O
651;21;19;poll_id;O
652;21;20;.;O
653;21;21;ожидаемый;O
654;21;22;ответ;O
655;21;23;:;O
656;21;24;подтверждение;O
657;21;25;удаления;O
658;21;26;голосования;O
659;21;27;с;O
660;21;28;форума;O
661;21;29;.;O
662;22;0;менеджер;B-ACTOR
663;22;1;удаляет;O
664;22;2;задачу;O
665;22;3;из;O
666;22;4;списка;O
667;22;5;проекта;O
668;22;6;.;O
669;22;7;действие;O
670;22;8;:;O
671;22;9;delete;B-REQUEST_TYPE
672;22;10;-;O
673;22;11;запрос;O
674;22;12;к;O
675;22;13;конечной;O
676;22;14;точке;O
677;22;15;"""";O
678;22;16;/project/task/remove;B-ENDPOINT
679;22;17;"""";O
680;22;18;с;O
681;22;19;параметром;O
682;22;20;task_id;O
683;22;21;.;O
684;22;22;ожидаемый;O
685;22;23;ответ;O
686;22;24;:;O
687;22;25;подтверждение;O
688;22;26;удаления;O
689;22;27;задачи;O
690;22;28;из;O
691;22;29;списка;O
692;22;30;проекта;O
693;22;31;.;O
694;23;0;редактор;B-ACTOR
695;23;1;удаляет;O
696;23;2;документ;O
697;23;3;из;O
698;23;4;архива;O
699;23;5;.;O
700;23;6;действие;O
701;23;7;:;O
702;23;8;delete;B-REQUEST_TYPE
703;23;9;-;O
704;23;10;запрос;O
705;23;11;к;O
706;23;12;конечной;O
707;23;13;точке;O
708;23;14;"""";O
709;23;15;/archive/document/remove;B-ENDPOINT
710;23;16;"""";O
711;23;17;с;O
712;23;18;параметром;O
713;23;19;document_id;O
714;23;20;.;O
715;23;21;ожидаемый;O
716;23;22;ответ;O
717;23;23;:;O
718;23;24;подтверждение;O
719;23;25;удаления;O
720;23;26;документа;O
721;23;27;из;O
722;23;28;архива;O
723;23;29;.;O
724;24;0;администратор;B-ACTOR
725;24;1;удаляет;O
726;24;2;виджет;O
727;24;3;с;O
728;24;4;главной;O
729;24;5;страницы;O
730;24;6;.;O
731;24;7;действие;O
732;24;8;:;O
733;24;9;delete;B-REQUEST_TYPE
734;24;10;-;O
735;24;11;запрос;O
736;24;12;к;O
737;24;13;конечной;O
738;24;14;точке;O
739;24;15;"""";O
740;24;16;/homepage/widget/remove;B-ENDPOINT
741;24;17;"""";O
742;24;18;с;O
743;24;19;параметром;O
744;24;20;widget_id;O
745;24;21;.;O
746;24;22;ожидаемый;O
747;24;23;ответ;O
748;24;24;:;O
749;24;25;подтверждение;O
750;24;26;удаления;O
751;24;27;виджета;O
752;24;28;с;O
753;24;29;главной;O
754;24;30;страницы;O
755;24;31;.;O
756;25;0;продавец;B-ACTOR
757;25;1;удаляет;O
758;25;2;товар;O
759;25;3;из;O
760;25;4;своего;O
761;25;5;магазина;O
762;25;6;.;O
763;25;7;действие;O
764;25;8;:;O
765;25;9;delete;B-REQUEST_TYPE
766;25;10;-;O
767;25;11;запрос;O
768;25;12;к;O
769;25;13;конечной;O
770;25;14;точке;O
771;25;15;"""";O
772;25;16;/store/product/remove;B-ENDPOINT
773;25;17;"""";O
774;25;18;с;O
775;25;19;параметром;O
776;25;20;product_id;O
777;25;21;.;O
778;25;22;ожидаемый;O
779;25;23;ответ;O
780;25;24;:;O
781;25;25;подтверждение;O
782;25;26;удаления;O
783;25;27;товара;O
784;25;28;из;O
785;25;29;магазина;O
786;25;30;продавца;O
787;25;31;.;O
788;26;0;покупатель;B-ACTOR
789;26;1;удаляет;O
790;26;2;свой;O
791;26;3;аккаунт;O
792;26;4;из;O
793;26;5;системы;O
794;26;6;.;O
795;26;7;действие;O
796;26;8;:;O
797;26;9;delete;B-REQUEST_TYPE
798;26;10;-;O
799;26;11;запрос;O
800;26;12;к;O
801;26;13;конечной;O
802;26;14;точке;O
803;26;15;"""";O
804;26;16;/account/remove;B-ENDPOINT
805;26;17;"""";O
806;26;18;с;O
807;26;19;параметром;O
808;26;20;user_id;O
809;26;21;.;O
810;26;22;ожидаемый;O
811;26;23;ответ;O
812;26;24;:;O
813;26;25;подтверждение;O
814;26;26;удаления;O
815;26;27;аккаунта;O
816;26;28;покупателя;O
817;26;29;из;O
818;26;30;системы;O
819;26;31;.;O
820;27;0;продавец;B-ACTOR
821;27;1;удаляет;O
822;27;2;объявление;O
823;27;3;о;O
824;27;4;продаже;O
825;27;5;автомобиля;O
826;27;6;.;O
827;27;7;действие;O
828;27;8;:;O
829;27;9;delete;B-REQUEST_TYPE
830;27;10;-;O
831;27;11;запрос;O
832;27;12;к;O
833;27;13;конечной;O
834;27;14;точке;O
835;27;15;"""";O
836;27;16;/car/sale/ad/remove;B-ENDPOINT
837;27;17;"""";O
838;27;18;с;O
839;27;19;параметром;O
840;27;20;ad_id;O
841;27;21;.;O
842;27;22;ожидаемый;O
843;27;23;ответ;O
844;27;24;:;O
845;27;25;подтверждение;O
846;27;26;удаления;O
847;27;27;объявления;O
848;27;28;о;O
849;27;29;продаже;O
850;27;30;автомобиля;O
851;27;31;.;O
852;28;0;покупатель;B-ACTOR
853;28;1;удаляет;O
854;28;2;товар;O
855;28;3;из;O
856;28;4;своего;O
857;28;5;списка;O
858;28;6;желаемого;O
859;28;7;.;O
860;28;8;действие;O
861;28;9;:;O
862;28;10;delete;B-REQUEST_TYPE
863;28;11;-;O
864;28;12;запрос;O
865;28;13;к;O
866;28;14;конечной;O
867;28;15;точке;O
868;28;16;"""";O
869;28;17;/wishlist/item/remove;B-ENDPOINT
870;28;18;"""";O
871;28;19;с;O
872;28;20;параметром;O
873;28;21;item_id;O
874;28;22;.;O
875;28;23;ожидаемый;O
876;28;24;ответ;O
877;28;25;:;O
878;28;26;подтверждение;O
879;28;27;удаления;O
880;28;28;товара;O
881;28;29;из;O
882;28;30;списка;O
883;28;31;желаемого;O
884;28;32;покупателя;O
885;28;33;.;O
886;29;0;продавец;B-ACTOR
887;29;1;удаляет;O
888;29;2;контакт;O
889;29;3;клиента;O
890;29;4;из;O
891;29;5;своего;O
892;29;6;списка;O
893;29;7;контактов;O
894;29;8;.;O
895;29;9;действие;O
896;29;10;:;O
897;29;11;delete;B-REQUEST_TYPE
898;29;12;-;O
899;29;13;запрос;O
900;29;14;к;O
901;29;15;конечной;O
902;29;16;точке;O
903;29;17;"""";O
904;29;18;/contacts/remove;B-ENDPOINT
905;29;19;"""";O
906;29;20;с;O
907;29;21;параметром;O
908;29;22;contact_id;O
909;29;23;.;O
910;29;24;ожидаемый;O
911;29;25;ответ;O
912;29;26;:;O
913;29;27;подтверждение;O
914;29;28;удаления;O
915;29;29;контакта;O
916;29;30;клиента;O
917;29;31;из;O
918;29;32;списка;O
919;29;33;контактов;O
920;29;34;продавца;O
921;29;35;.;O
922;30;0;покупатель;B-ACTOR
923;30;1;удаляет;O
924;30;2;товар;O
925;30;3;из;O
926;30;4;корзины;O
927;30;5;перед;O
928;30;6;оформлением;O
929;30;7;заказа;O
930;30;8;.;O
931;30;9;действие;O
932;30;10;:;O
933;30;11;delete;B-REQUEST_TYPE
934;30;12;-;O
935;30;13;запрос;O
936;30;14;к;O
937;30;15;конечной;O
938;30;16;точке;O
939;30;17;"""";O
940;30;18;/cart/item/remove;B-ENDPOINT
941;30;19;"""";O
942;30;20;с;O
943;30;21;параметром;O
944;30;22;item_id;O
945;30;23;.;O
946;30;24;ожидаемый;O
947;30;25;ответ;O
948;30;26;:;O
949;30;27;подтверждение;O
950;30;28;удаления;O
951;30;29;товара;O
952;30;30;из;O
953;30;31;корзины;O
954;30;32;перед;O
955;30;33;оформлением;O
956;30;34;заказа;O
957;30;35;.;O
958;31;0;продавец;B-ACTOR
959;31;1;удаляет;O
960;31;2;комментарий;O
961;31;3;покупателя;O
962;31;4;под;O
963;31;5;товаром;O
964;31;6;.;O
965;31;7;действие;O
966;31;8;:;O
967;31;9;delete;B-REQUEST_TYPE
968;31;10;-;O
969;31;11;запрос;O
970;31;12;к;O
971;31;13;конечной;O
972;31;14;точке;O
973;31;15;"""";O
974;31;16;/product/comment/remove;B-ENDPOINT
975;31;17;"""";O
976;31;18;с;O
977;31;19;параметром;O
978;31;20;comment_id;O
979;31;21;.;O
980;31;22;ожидаемый;O
981;31;23;ответ;O
982;31;24;:;O
983;31;25;подтверждение;O
984;31;26;удаления;O
985;31;27;комментария;O
986;31;28;покупателя;O
987;31;29;под;O
988;31;30;товаром;O
989;31;31;.;O
990;32;0;покупатель;B-ACTOR
991;32;1;удаляет;O
992;32;2;свой;O
993;32;3;отзыв;O
994;32;4;о;O
995;32;5;продукте;O
996;32;6;.;O
997;32;7;действие;O
998;32;8;:;O
999;32;9;delete;B-REQUEST_TYPE
1000;32;10;-;O
1001;32;11;запрос;O
1002;32;12;к;O
1003;32;13;конечной;O
1004;32;14;точке;O
1005;32;15;"""";O
1006;32;16;/product/review/remove;B-ENDPOINT
1007;32;17;"""";O
1008;32;18;с;O
1009;32;19;параметром;O
1010;32;20;review_id;O
1011;32;21;.;O
1012;32;22;ожидаемый;O
1013;32;23;ответ;O
1014;32;24;:;O
1015;32;25;подтверждение;O
1016;32;26;удаления;O
1017;32;27;отзыва;O
1018;32;28;покупателя;O
1019;32;29;о;O
1020;32;30;продукте;O
1021;32;31;.;O
1022;33;0;продавец;B-ACTOR
1023;33;1;удаляет;O
1024;33;2;заявку;O
1025;33;3;на;O
1026;33;4;возврат;O
1027;33;5;товара;O
1028;33;6;от;O
1029;33;7;покупателя;O
1030;33;8;.;O
1031;33;9;действие;O
1032;33;10;:;O
1033;33;11;delete;B-REQUEST_TYPE
1034;33;12;-;O
1035;33;13;запрос;O
1036;33;14;к;O
1037;33;15;конечной;O
1038;33;16;точке;O
1039;33;17;"""";O
1040;33;18;/return/request/remove;B-ENDPOINT
1041;33;19;"""";O
1042;33;20;с;O
1043;33;21;параметром;O
1044;33;22;request_id;O
1045;33;23;.;O
1046;33;24;ожидаемый;O
1047;33;25;ответ;O
1048;33;26;:;O
1049;33;27;подтверждение;O
1050;33;28;удаления;O
1051;33;29;заявки;O
1052;33;30;на;O
1053;33;31;возврат;O
1054;33;32;товара;O
1055;33;33;от;O
1056;33;34;покупателя;O
1057;33;35;.;O
1058;34;0;покупатель;B-ACTOR
1059;34;1;удаляет;O
1060;34;2;товар;O
1061;34;3;из;O
1062;34;4;своего;O
1063;34;5;списка;O
1064;34;6;покупок;O
1065;34;7;.;O
1066;34;8;действие;O
1067;34;9;:;O
1068;34;10;delete;B-REQUEST_TYPE
1069;34;11;-;O
1070;34;12;запрос;O
1071;34;13;к;O
1072;34;14;конечной;O
1073;34;15;точке;O
1074;34;16;"""";O
1075;34;17;/shopping-list/item/remove;B-ENDPOINT
1076;34;18;"""";O
1077;34;19;с;O
1078;34;20;параметром;O
1079;34;21;item_id;O
1080;34;22;.;O
1081;34;23;ожидаемый;O
1082;34;24;ответ;O
1083;34;25;:;O
1084;34;26;подтверждение;O
1085;34;27;удаления;O
1086;34;28;товара;O
1087;34;29;из;O
1088;34;30;списка;O
1089;34;31;покупок;O
1090;34;32;покупателя;O
1091;34;33;.;O
1092;35;0;продавец;B-ACTOR
1093;35;1;удаляет;O
1094;35;2;свой;O
1095;35;3;аккаунт;O
1096;35;4;из;O
1097;35;5;системы;O
1098;35;6;.;O
1099;35;7;действие;O
1100;35;8;:;O
1101;35;9;delete;B-REQUEST_TYPE
1102;35;10;-;O
1103;35;11;запрос;O
1104;35;12;к;O
1105;35;13;конечной;O
1106;35;14;точке;O
1107;35;15;"""";O
1108;35;16;/seller/account/remove;B-ENDPOINT
1109;35;17;"""";O
1110;35;18;с;O
1111;35;19;параметром;O
1112;35;20;seller_id;O
1113;35;21;.;O
1114;35;22;ожидаемый;O
1115;35;23;ответ;O
1116;35;24;:;O
1117;35;25;подтверждение;O
1118;35;26;удаления;O
